date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:49:49	55312/55312	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:49:49%20GMT	https://gemini-2.com/connecting_Gemini_to_computers.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/connecting_Gemini_to_computers.html	(from https://gemini-2.com/)
22:49:50	57597/57597	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:49:50%20GMT	https://gemini-2.com/Installing_ASCOM.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/Installing_ASCOM.html	(from https://gemini-2.com/)
22:49:51	100089/100089	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:49:51%20GMT	https://gemini-2.com/faqGII.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/faqGII.html	(from https://gemini-2.com/)
22:49:52	56569/56569	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:49:52%20GMT	https://gemini-2.com/G2_Verse_G1-Modeling.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/G2_Verse_G1-Modeling.html	(from https://gemini-2.com/)
22:49:53	62064/62064	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:49:53%20GMT	https://gemini-2.com/web/index.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/web/index.html	(from https://gemini-2.com/)
22:49:54	57538/57538	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:49:54%20GMT	https://gemini-2.com/limits.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/limits.html	(from https://gemini-2.com/)
22:49:57	56310/56310	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:49:57%20GMT	https://gemini-2.com/tellfirmwareversion.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/tellfirmwareversion.html	(from https://gemini-2.com/)
22:49:58	53624/53624	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:49:58%20GMT	https://gemini-2.com/Simple_Rules_Gemini_Uses.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/Simple_Rules_Gemini_Uses.html	(from https://gemini-2.com/)
22:49:58	86143/86143	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:49:58%20GMT	https://gemini-2.com/troubleshooting.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/troubleshooting.html	(from https://gemini-2.com/)
22:49:59	65630/65630	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:49:59%20GMT	https://gemini-2.com/alignment_procedure.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/alignment_procedure.html	(from https://gemini-2.com/)
22:50:00	56210/56210	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:00%20GMT	https://gemini-2.com/hc/En-SAE-01.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/hc/En-SAE-01.html	(from https://gemini-2.com/)
22:50:01	54742/54742	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:01%20GMT	https://gemini-2.com/hc/E026.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/hc/E026.html	(from https://gemini-2.com/)
22:50:02	74400/74400	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:02%20GMT	https://gemini-2.com/ConnectingtoG2.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/ConnectingtoG2.html	(from https://gemini-2.com/)
22:50:03	70618/70618	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:03%20GMT	https://gemini-2.com/crossovernetwork.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/crossovernetwork.html	(from https://gemini-2.com/)
22:50:04	55447/55447	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:04%20GMT	https://gemini-2.com/Enabling_netbios.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/Enabling_netbios.html	(from https://gemini-2.com/)
22:50:06	60809/60809	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:06%20GMT	https://gemini-2.com/travel_routers.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/travel_routers.html	(from https://gemini-2.com/)
22:50:06	56427/56427	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:06%20GMT	https://gemini-2.com/ethernet_connections.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/ethernet_connections.html	(from https://gemini-2.com/)
22:50:07	61703/61703	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:07%20GMT	https://gemini-2.com/configuringEthernetASCOMdriver.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/configuringEthernetASCOMdriver.html	(from https://gemini-2.com/)
22:50:08	58839/58839	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:08%20GMT	https://gemini-2.com/network-places.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/network-places.html	(from https://gemini-2.com/)
22:50:09	73944/73944	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:09%20GMT	https://gemini-2.com/updatefirmwaremethods.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/updatefirmwaremethods.html	(from https://gemini-2.com/)
22:50:10	69625/69625	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:10%20GMT	https://gemini-2.com/gfu.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/gfu.html	(from https://gemini-2.com/)
22:50:11	66160/66160	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:11%20GMT	https://gemini-2.com/Removing_SDCards.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/Removing_SDCards.html	(from https://gemini-2.com/)
22:50:12	60494/60494	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:12%20GMT	https://gemini-2.com/copycatalogs.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/copycatalogs.html	(from https://gemini-2.com/)
22:50:13	56076/56076	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:13%20GMT	https://gemini-2.com/cable_wiring.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/cable_wiring.html	(from https://gemini-2.com/)
22:50:14	54298/54298	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:14%20GMT	https://gemini-2.com/serial_port_modes.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/serial_port_modes.html	(from https://gemini-2.com/)
22:50:15	54980/54980	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:15%20GMT	https://gemini-2.com/Losmandy_Serial_Cable.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/Losmandy_Serial_Cable.html	(from https://gemini-2.com/)
22:50:16	52961/52961	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:16%20GMT	https://gemini-2.com/handcontroller-cable-ends.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/handcontroller-cable-ends.html	(from https://gemini-2.com/)
22:50:17	57143/57143	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:17%20GMT	https://gemini-2.com/hand_controller_extender.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/hand_controller_extender.html	(from https://gemini-2.com/)
22:50:18	55121/55121	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:18%20GMT	https://gemini-2.com/Losmandy-motors.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/Losmandy-motors.html	(from https://gemini-2.com/)
22:50:19	70468/70468	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:19%20GMT	https://gemini-2.com/GPS.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/GPS.html	(from https://gemini-2.com/)
22:50:20	54882/54882	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:20%20GMT	https://gemini-2.com/Gemini2_features.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/Gemini2_features.html	(from https://gemini-2.com/)
22:50:21	64047/64047	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:21%20GMT	https://gemini-2.com/error-reporting.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/error-reporting.html	(from https://gemini-2.com/)
22:50:24	53953/53953	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:23%20GMT	https://gemini-2.com/Cksum.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/Cksum.html	(from https://gemini-2.com/)
22:50:24	55375/55375	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:24%20GMT	https://gemini-2.com/hc/E019A.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/hc/E019A.html	(from https://gemini-2.com/)
22:50:25	55493/55493	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:25%20GMT	https://gemini-2.com/hc/E023A.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/hc/E023A.html	(from https://gemini-2.com/)
22:50:26	52714/52714	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:26%20GMT	https://gemini-2.com/hc/En-networkmenu_A.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/hc/En-networkmenu_A.html	(from https://gemini-2.com/)
22:50:27	60917/60917	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:27%20GMT	https://gemini-2.com/web/web-site-time.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/web/web-site-time.html	(from https://gemini-2.com/)
22:50:31	57017/57017	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:31%20GMT	https://gemini-2.com/web/web-network.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/web/web-network.html	(from https://gemini-2.com/)
22:50:31	54982/54982	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:31%20GMT	https://gemini-2.com/web/web-battery-ports.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/web/web-battery-ports.html	(from https://gemini-2.com/)
22:50:32	55370/55370	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:32%20GMT	https://gemini-2.com/web/web-firmware-sram.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/web/web-firmware-sram.html	(from https://gemini-2.com/)
22:50:34	106264/106264	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:34%20GMT	https://gemini-2.com/faqG1.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/faqG1.html	(from https://gemini-2.com/)
22:50:34	52794/52794	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:34%20GMT	https://gemini-2.com/G1drivers.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/G1drivers.html	(from https://gemini-2.com/)
22:50:35	59676/59676	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:35%20GMT	https://gemini-2.com/pcb-pictures.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/pcb-pictures.html	(from https://gemini-2.com/)
22:50:36	53059/53059	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:36%20GMT	https://gemini-2.com/G1-repairers.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/G1-repairers.html	(from https://gemini-2.com/)
22:50:38	1988986/1988986	---M--	200	added ('OK')	video/mp4	date:Mon,%2004%20May%202015%2019:40:58%20GMT	https://gemini-2.com/videos/Losmandy_Gemini_Battery_CR2354.mp4	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/videos/Losmandy_Gemini_Battery_CR2354.mp4	(from https://gemini-2.com/)
22:50:39	54739/54739	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:39%20GMT	https://gemini-2.com/G1_EPROM.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/G1_EPROM.html	(from https://gemini-2.com/)
22:50:40	1414326/1414326	---M--	200	added ('OK')	video/mp4	date:Tue,%2019%20May%202015%2015:43:03%20GMT	https://gemini-2.com/videos/changing_CR2032_battery.mp4	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/videos/changing_CR2032_battery.mp4	(from https://gemini-2.com/)
22:50:40	56825/56825	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:40%20GMT	https://gemini-2.com/usbtoserial.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/usbtoserial.html	(from https://gemini-2.com/)
22:50:43	52983/52983	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:42%20GMT	https://gemini-2.com/Gemini-1%20mods.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/Gemini-1%20mods.html	(from https://gemini-2.com/)
22:50:43	62893/62893	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:43%20GMT	https://gemini-2.com/2nd_Communication_Port_Cable.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/2nd_Communication_Port_Cable.html	(from https://gemini-2.com/)
22:50:45	3061451/3061451	---M--	200	added ('OK')	application/octet-stream	date:Thu,%2015%20Jun%202017%2014:46:20%20GMT	https://gemini-2.com/Gemini2_drivers/GeminiTelescopeInstaller(1.0.72.0).exe	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/Gemini2_drivers/GeminiTelescopeInstaller(1.0.72.0).exe	(from https://gemini-2.com/)
22:50:46	60697/60697	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:46%20GMT	https://gemini-2.com/configuringASCOMfirsttime.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/configuringASCOMfirsttime.html	(from https://gemini-2.com/)
22:50:47	52893/52893	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:47%20GMT	https://gemini-2.com/DCOM-FIX-EXPLAIN.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/DCOM-FIX-EXPLAIN.html	(from https://gemini-2.com/)
22:50:48	5191622/5191622	---M--	200	added ('OK')	application/pdf	date:Wed,%2015%20Jun%202016%2017:43:49%20GMT	https://gemini-2.com/Gemini2_drivers/Gemini_Telescope_Net_Installation_and_Operation.pdf	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/Gemini2_drivers/Gemini_Telescope_Net_Installation_and_Operation.pdf	(from https://gemini-2.com/)
22:50:48	53064/53064	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:48%20GMT	https://gemini-2.com/select_Ascom_options.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/select_Ascom_options.html	(from https://gemini-2.com/)
22:50:51	51871/51871	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:50%20GMT	https://gemini-2.com/configuringASCOMSetuppage.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/configuringASCOMSetuppage.html	(from https://gemini-2.com/)
22:50:51	51877/51877	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:51%20GMT	https://gemini-2.com/configuringASCOMAdvancedSetuppage.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/configuringASCOMAdvancedSetuppage.html	(from https://gemini-2.com/)
22:50:52	54174/54174	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:52%20GMT	https://gemini-2.com/Ascom_park_menu.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/Ascom_park_menu.html	(from https://gemini-2.com/)
22:50:53	59720/59720	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:53%20GMT	https://gemini-2.com/theSkyX_to_Gemini.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/theSkyX_to_Gemini.html	(from https://gemini-2.com/)
22:50:54	56658/56658	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:54%20GMT	https://gemini-2.com/getting-GPS-into-ASCOMdriver.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/getting-GPS-into-ASCOMdriver.html	(from https://gemini-2.com/)
22:50:55	53159/53159	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:50:55%20GMT	https://gemini-2.com/scripting_examples.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/scripting_examples.html	(from https://gemini-2.com/)
22:50:57	788077/788077	---M--	200	added ('OK')	application/pdf	date:Fri,%2003%20Jan%202014%2018:23:25%20GMT	https://gemini-2.com/Gemini2_drivers/UPD_Protocol/Gemini_UDP_Protocol_Specification_1.0.pdf	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/Gemini2_drivers/UPD_Protocol/Gemini_UDP_Protocol_Specification_1.0.pdf	(from https://gemini-2.com/)
22:50:57	11272/11272	---M--	200	added ('OK')	application/zip	date:Tue,%2012%20Jul%202016%2020:47:38%20GMT	https://gemini-2.com/Gemini2_drivers/L5-USB/USB_Drivers_for_Level_5_Firmware_after_June-4-2013.zip	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/Gemini2_drivers/L5-USB/USB_Drivers_for_Level_5_Firmware_after_June-4-2013.zip	(from https://gemini-2.com/)
22:50:58	723/723	---M--	200	added ('OK')	application/zip	date:Tue,%2029%20Oct%202013%2000:45:57%20GMT	https://gemini-2.com/Gemini2_drivers/Gemini2_32bit_USB_driver.zip	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/Gemini2_drivers/Gemini2_32bit_USB_driver.zip	(from https://gemini-2.com/)
22:50:59	737/737	---M--	200	added ('OK')	application/zip	date:Tue,%2029%20Oct%202013%2000:45:58%20GMT	https://gemini-2.com/Gemini2_drivers/Gemini2_64bit_USB_driver.zip	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/Gemini2_drivers/Gemini2_64bit_USB_driver.zip	(from https://gemini-2.com/)
22:51:00	55980/55980	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:51:00%20GMT	https://gemini-2.com/installing_usb_drivers.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/installing_usb_drivers.html	(from https://gemini-2.com/)
22:51:01	61229/61229	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:51:01%20GMT	https://gemini-2.com/featureport-serialport.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/featureport-serialport.html	(from https://gemini-2.com/)
22:51:02	54725/54725	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:51:02%20GMT	https://gemini-2.com/usb-ethernet.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/usb-ethernet.html	(from https://gemini-2.com/)
22:51:05	1299401/1299401	---M--	200	added ('OK')	application/pdf	date:Wed,%2018%20Jul%202018%2023:06:34%20GMT	https://gemini-2.com/Gemini2_drivers/UPD_Protocol/Gemini_UDP_Protocol_Specification_1.2.pdf	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/Gemini2_drivers/UPD_Protocol/Gemini_UDP_Protocol_Specification_1.2.pdf	(from https://gemini-2.com/)
22:51:05	57558/57558	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:51:05%20GMT	https://gemini-2.com/web/L5V2_1serial.html	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/web/L5V2_1serial.html	(from https://gemini-2.com/)
22:51:06	66438/66438	---M--	200	added ('OK')	application/pdf	date:Fri,%2026%20Aug%202016%2017:44:51%20GMT	https://gemini-2.com/downloads/CGICodes/CGIcodes.pdf	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/downloads/CGICodes/CGIcodes.pdf	(from https://gemini-2.com/)
22:51:07	54704/54704	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:51:07%20GMT	https://gemini-2.com/handcontroller_errors.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/handcontroller_errors.html	(from https://gemini-2.com/)
22:51:08	7661/7661	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:51:08%20GMT	https://gemini-2.com/hc/time_zone_offset_chart.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/hc/time_zone_offset_chart.html	(from https://gemini-2.com/)
22:51:09	3223/3223	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Dec%202018%2003:51:09%20GMT	https://gemini-2.com/hc/timezonefacts.php	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/hc/timezonefacts.html	(from https://gemini-2.com/)
22:51:11	736390/736390	---M--	200	added ('OK')	application/pdf	date:Sun,%2005%20Feb%202017%2021:36:53%20GMT	https://gemini-2.com/downloads/Michael_Herman/RA_Extension_Spacer.pdf	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/downloads/Michael_Herman/RA_Extension_Spacer.pdf	(from https://gemini-2.com/)
22:51:13	1925461/1925461	---M--	200	added ('OK')	application/pdf	date:Sun,%2005%20Feb%202017%2021:36:52%20GMT	https://gemini-2.com/downloads/Michael_Herman/Improving_OPW.pdf	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/downloads/Michael_Herman/Improving_OPW.pdf	(from https://gemini-2.com/)
22:51:13	1286978/1286978	---M--	200	added ('OK')	application/pdf	date:Sun,%2005%20Feb%202017%2021:36:53%20GMT	https://gemini-2.com/downloads/Michael_Herman/Making_7lb_counterweight.pdf	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/downloads/Michael_Herman/Making_7lb_counterweight.pdf	(from https://gemini-2.com/)
22:51:15	788495/788495	---M--	200	added ('OK')	application/pdf	date:Sun,%2005%20Feb%202017%2021:36:53%20GMT	https://gemini-2.com/downloads/Michael_Herman/Polar_Scope_Improvements.pdf	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/downloads/Michael_Herman/Polar_Scope_Improvements.pdf	(from https://gemini-2.com/)
22:51:15	385941/385941	---M--	200	added ('OK')	application/pdf	date:Sun,%2005%20Feb%202017%2021:36:52%20GMT	https://gemini-2.com/downloads/Michael_Herman/Leveling_Handles.pdf	/Volumes/RAID5/Gemini-2.com/gemini-2/gemini-2.com/downloads/Michael_Herman/Leveling_Handles.pdf	(from https://gemini-2.com/)
